#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 974: Waterhole, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Waterhole (974) 
# Washington  SNOTEL Site - 5010 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 23, 2021 8:15:07 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2011-05-09,65.6,77.7,49,31,38,0.00
2011-05-10,65.1,77.7,53,31,41,0.00
2011-05-11,64.4,77.7,38,25,33,0.40
2011-05-12,64.4,78.1,40,24,30,0.10
2011-05-13,64.4,78.2,46,27,37,0.00
2011-05-14,64.2,78.2,50,35,40,1.00
2011-05-15,64.0,79.2,38,32,35,0.80
2011-05-16,63.4,80.0,39,28,33,0.00
2011-05-17,63.4,80.0,43,22,33,0.10
2011-05-18,63.2,80.1,47,27,37,0.00
2011-05-19,62.8,80.1,49,30,40,0.00
2011-05-20,62.0,80.1,53,32,43,0.00
2011-05-21,61.1,80.1,39,34,37,0.20
2011-05-22,61.0,80.3,37,32,35,0.10
2011-05-23,60.6,80.4,39,31,35,0.10
2011-05-24,60.6,80.5,42,30,37,0.00
2011-05-25,60.2,80.5,43,31,36,0.10
2011-05-26,59.9,80.6,42,29,34,0.10
2011-05-27,59.5,80.7,39,30,33,0.40
2011-05-28,59.8,81.1,42,29,34,0.20
2011-05-29,59.7,81.3,50,33,40,0.00
2011-05-30,59.2,81.3,41,33,36,0.10
2011-05-31,58.8,81.4,45,33,37,0.10
2011-06-01,58.5,81.5,43,33,37,0.20
2011-06-02,58.2,81.7,42,33,36,0.00
2011-06-03,57.6,81.7,50,33,38,0.00
2011-06-04,57.2,81.7,61,36,48,0.00
2011-06-05,56.3,81.7,61,39,48,0.00
2011-06-06,55.1,81.7,59,38,47,0.00
2011-06-07,53.9,81.7,49,35,40,0.10
2011-06-08,53.2,81.8,54,37,44,0.00
2011-06-09,52.1,81.8,55,38,45,0.00
2011-06-10,51.3,81.8,51,36,42,0.00
2011-06-11,50.4,81.8,48,34,39,0.00
2011-06-12,49.8,81.8,50,33,40,0.10
2011-06-13,49.2,81.9,50,32,41,0.00
2011-06-14,48.5,81.9,46,31,37,0.00
2011-06-15,47.9,81.9,48,32,37,0.00
2011-06-16,47.3,81.9,53,32,42,0.00
2011-06-17,46.6,81.9,55,34,44,0.00
2011-06-18,45.5,81.9,43,37,40,0.20
2011-06-19,44.9,82.1,54,37,44,0.10
2011-06-20,44.0,82.2,52,35,43,0.00
2011-06-21,43.0,82.2,58,38,47,0.00
2011-06-22,41.7,82.2,58,36,47,0.00
2011-06-23,40.0,82.2,48,33,38,0.00
2011-06-24,39.0,82.2,46,34,38,0.00
2011-06-25,38.3,82.2,45,32,38,0.00
2011-06-26,37.9,82.2,52,34,43,0.00
2011-06-27,36.7,82.2,53,38,46,0.00
2011-06-28,35.7,82.2,57,40,47,0.00
2011-06-29,34.2,82.2,47,35,42,0.00
2011-06-30,33.0,82.2,45,33,38,0.00
2011-07-01,32.3,82.2,56,33,45,0.00
2011-07-02,31.0,82.2,62,40,50,0.00
2011-07-03,29.7,82.2,53,37,44,0.00
2011-07-04,28.3,82.2,56,36,47,0.00
2011-07-05,27.4,82.2,62,41,52,0.00
2011-07-06,25.8,82.2,65,44,54,0.00
2011-07-07,23.7,82.2,53,35,46,0.10
2011-07-08,22.0,82.3,48,34,39,0.00
2011-07-09,20.7,82.3,51,34,42,0.00
2011-07-10,19.2,82.3,53,39,46,0.00
2011-07-11,17.9,82.3,52,40,45,0.00
2011-07-12,16.8,82.3,47,39,42,0.50
2011-07-13,16.1,82.8,46,39,42,0.00
2011-07-14,15.0,82.8,47,40,43,0.00
2011-07-15,13.8,82.8,51,40,45,0.30
2011-07-16,12.6,83.1,55,40,46,0.30
2011-07-17,11.0,83.4,50,39,44,0.30
2011-07-18,10.0,83.7,50,38,45,0.00
2011-07-19,8.9,83.7,54,39,46,0.00
2011-07-20,7.2,83.7,54,42,46,0.00
2011-07-21,5.3,83.7,53,35,45,0.00
2011-07-22,2.6,83.7,55,34,45,0.00
2011-07-23,1.0,83.7,59,38,50,0.00
2011-07-24,0.1,83.7,67,47,56,0.00
2011-07-25,0.0,83.7,57,41,50,0.10
2011-07-26,0.0,83.8,55,40,47,0.00
2011-07-27,0.0,83.8,58,40,47,0.00
2011-07-28,0.0,83.8,65,42,52,0.00
2011-07-29,0.0,83.8,58,45,50,0.00
2011-07-30,0.0,83.8,64,44,53,0.00
2011-07-31,0.0,83.8,57,40,49,0.00
2011-08-01,0.0,83.8,59,38,49,0.00
2011-08-02,0.0,83.8,59,46,51,0.00
2011-08-03,0.0,83.8,56,45,50,0.00
2011-08-04,0.0,83.8,60,45,52,0.00
2011-08-05,0.0,83.8,60,44,52,0.00
2011-08-06,0.0,83.8,58,43,50,0.00
2011-08-07,0.0,83.8,59,42,51,0.00
2011-08-08,0.0,83.8,58,44,51,0.00
2011-08-09,0.0,83.8,56,42,49,0.00
2011-08-10,0.0,83.8,58,38,47,0.00
2011-08-11,0.0,83.8,57,40,49,0.00
2011-08-12,0.0,83.8,58,42,49,0.00
2011-08-13,0.0,83.8,60,41,49,0.00
2011-08-14,0.0,83.8,49,43,45,0.00
2011-08-15,0.0,83.8,54,38,45,0.10
2011-08-16,0.0,83.9,57,39,47,0.00
2011-08-17,0.0,83.9,62,44,54,0.00
2011-08-18,0.0,83.9,58,41,48,0.10
2011-08-19,0.0,84.0,60,40,48,0.00
2011-08-20,0.0,84.0,70,45,58,0.00
2011-08-21,0.0,84.0,72,51,61,0.00
2011-08-22,0.0,84.0,54,48,51,0.00
2011-08-23,0.0,84.0,61,42,51,0.00
2011-08-24,0.0,84.0,67,46,55,0.00
2011-08-25,0.0,84.0,66,47,55,0.00
2011-08-26,0.0,84.0,65,47,56,0.00
2011-08-27,0.0,84.0,66,47,56,0.00
2011-08-28,0.0,84.0,66,49,57,0.00
2011-08-29,0.0,84.0,63,45,53,0.00
2011-08-30,0.0,84.0,51,37,44,0.00
2011-08-31,0.0,84.0,52,37,43,0.00
2011-09-01,0.0,84.0,59,38,46,0.00
2011-09-02,0.0,84.0,53,34,42,0.00
2011-09-03,0.0,84.0,62,39,51,0.00
2011-09-04,0.0,84.0,64,48,55,0.00
2011-09-05,0.0,84.0,67,48,55,0.00
2011-09-06,0.0,84.0,67,47,55,0.00
2011-09-07,0.0,84.0,69,51,60,0.00
2011-09-08,0.0,84.0,70,54,61,0.00
2011-09-09,0.0,84.0,67,53,58,0.00
2011-09-10,0.0,84.0,76,52,62,0.00
2011-09-11,0.0,84.0,74,58,64,0.00
2011-09-12,0.0,84.0,72,52,60,0.00
2011-09-13,0.0,84.0,65,45,55,0.00
2011-09-14,0.0,84.0,51,41,45,0.00
2011-09-15,0.0,84.0,47,35,43,0.10
2011-09-16,0.0,84.1,43,31,38,0.00
2011-09-17,0.0,84.1,51,38,43,0.00
2011-09-18,0.0,84.1,54,43,47,0.10
2011-09-19,0.0,84.2,49,35,42,0.00
2011-09-20,0.0,84.2,64,41,52,0.00
2011-09-21,0.0,84.2,62,51,56,0.00
2011-09-22,0.0,84.2,56,51,53,0.20
2011-09-23,0.0,84.4,61,52,55,0.00
2011-09-24,0.0,84.4,63,47,54,0.00
2011-09-25,0.0,84.4,49,36,40,0.70
2011-09-26,0.0,85.1,45,37,41,1.60
2011-09-27,0.0,86.7,44,35,38,0.30
2011-09-28,0.0,87.0,44,31,37,0.00
2011-09-29,0.0,87.0,65,38,52,0.00
2011-09-30,0.0,87.0,55,38,46,0.00
2011-10-01,0.0,0.0,44,35,40,0.00
2011-10-02,0.0,0.0,45,33,39,0.10
2011-10-03,0.0,0.1,40,35,38,0.60
2011-10-04,0.0,0.7,38,34,36,0.00
2011-10-05,0.0,0.7,38,34,36,0.20
2011-10-06,0.0,0.9,48,35,40,0.10
2011-10-07,0.0,1.0,46,35,39,0.00
2011-10-08,0.0,1.0,50,33,40,0.10
2011-10-09,0.0,1.1,44,34,38,0.00
2011-10-10,0.0,1.1,43,35,39,0.70
2011-10-11,0.0,1.8,38,34,36,1.10
2011-10-12,0.0,2.9,40,31,34,0.10
2011-10-13,0.0,3.0,38,29,33,0.00
2011-10-14,0.0,3.0,44,31,36,0.00
2011-10-15,0.0,3.0,46,30,36,0.00
2011-10-16,0.2,3.0,47,31,37,0.00
2011-10-17,0.5,3.0,48,33,41,0.00
2011-10-18,0.5,3.0,61,42,49,0.00
2011-10-19,0.4,3.0,51,39,44,0.00
2011-10-20,0.3,3.0,46,37,40,0.00
2011-10-21,0.0,3.0,43,36,40,0.10
2011-10-22,0.0,3.1,47,35,42,0.60
2011-10-23,0.0,3.7,41,30,34,0.10
2011-10-24,0.0,3.8,38,27,31,0.00
2011-10-25,0.0,3.8,39,26,30,0.00
2011-10-26,0.3,3.8,38,27,33,0.00
2011-10-27,0.4,3.8,43,24,34,0.00
2011-10-28,0.6,3.8,44,32,38,0.40
2011-10-29,0.6,4.2,42,30,35,0.00
2011-10-30,0.6,4.2,46,29,40,0.20
2011-10-31,0.4,4.4,33,24,29,0.00
2011-11-01,0.4,4.4,38,22,30,0.00
2011-11-02,0.5,4.4,42,28,36,0.20
2011-11-03,0.7,4.6,34,23,27,0.30
2011-11-04,0.9,4.9,32,21,26,0.10
2011-11-05,1.0,5.0,32,21,25,0.00
2011-11-06,1.1,5.0,33,22,27,0.00
2011-11-07,1.0,5.0,32,24,29,0.00
2011-11-08,1.2,5.0,37,31,33,0.00
2011-11-09,1.1,5.0,40,36,38,0.00
2011-11-10,0.9,5.0,45,35,39,0.00
2011-11-11,0.9,5.0,38,23,31,0.90
2011-11-12,1.9,5.9,34,21,28,0.10
2011-11-13,2.1,6.0,32,27,29,0.10
2011-11-14,2.0,6.1,29,21,26,0.10
2011-11-15,2.1,6.2,28,19,23,0.00
2011-11-16,2.2,6.2,36,21,30,0.80
2011-11-17,2.7,7.0,30,19,23,0.90
2011-11-18,3.8,7.9,25,12,18,0.00
2011-11-19,3.8,7.9,24,13,17,0.00
2011-11-20,3.9,7.9,26,11,18,0.00
2011-11-21,3.7,7.9,33,20,28,0.80
2011-11-22,5.1,8.7,36,29,32,3.80
2011-11-23,8.1,12.5,37,22,30,1.10
2011-11-24,8.2,13.6,29,22,26,0.90
2011-11-25,10.2,14.5,28,19,24,0.10
2011-11-26,10.4,14.6,40,26,36,0.90
2011-11-27,9.7,15.5,39,27,34,2.00
2011-11-28,10.2,17.5,30,22,25,0.00
2011-11-29,10.1,17.5,32,26,29,0.20
2011-11-30,10.2,17.7,29,22,26,0.00
2011-12-01,10.2,17.7,36,24,31,0.00
2011-12-02,10.1,17.7,31,21,26,0.00
2011-12-03,10.1,17.7,39,25,32,0.00
2011-12-04,10.0,17.7,33,26,30,0.00
2011-12-05,9.9,17.7,42,31,35,0.00
2011-12-06,9.9,17.7,43,31,36,0.00
2011-12-07,9.9,17.7,32,23,28,0.00
2011-12-08,9.9,17.7,40,27,35,0.00
2011-12-09,9.7,17.7,50,38,42,0.00
2011-12-10,9.8,17.7,42,27,31,0.10
2011-12-11,9.9,17.8,27,18,22,0.10
2011-12-12,10.0,17.9,28,14,21,0.00
2011-12-13,10.0,17.9,35,25,30,0.00
2011-12-14,9.7,17.9,34,27,30,0.00
2011-12-15,9.8,17.9,35,28,31,0.00
2011-12-16,9.8,17.9,41,31,36,0.00
2011-12-17,10.0,17.9,48,31,40,0.10
2011-12-18,9.9,18.0,35,26,31,0.00
2011-12-19,10.2,18.0,38,26,33,0.00
2011-12-20,10.0,18.0,36,24,32,0.00
2011-12-21,10.4,18.0,29,19,23,0.00
2011-12-22,10.3,18.0,42,23,33,0.00
2011-12-23,9.7,18.0,36,31,33,0.00
2011-12-24,9.9,18.0,42,34,38,0.00
2011-12-25,10.1,18.0,42,23,31,0.70
2011-12-26,11.2,18.7,30,23,27,0.20
2011-12-27,11.5,18.9,37,30,33,1.20
2011-12-28,12.5,20.1,37,31,35,1.50
2011-12-29,13.1,21.6,34,26,30,0.40
2011-12-30,13.8,22.0,32,20,26,0.60
2011-12-31,14.6,22.6,25,13,20,0.00
2012-01-01,14.6,22.6,41,24,34,0.40
2012-01-02,14.6,23.0,42,29,36,0.50
2012-01-03,15.6,23.5,37,29,33,0.70
2012-01-04,15.9,24.2,38,30,35,1.60
2012-01-05,16.1,25.8,30,22,26,0.60
2012-01-06,17.1,26.4,27,18,24,0.00
2012-01-07,17.1,26.4,35,22,29,0.00
2012-01-08,17.1,26.4,41,34,37,0.20
2012-01-09,17.2,26.6,38,23,33,0.10
2012-01-10,17.3,26.7,28,17,21,0.00
2012-01-11,17.2,26.7,40,24,32,0.00
2012-01-12,17.2,26.7,44,32,37,0.00
2012-01-13,17.1,26.7,42,29,35,0.00
2012-01-14,17.0,26.7,35,14,23,0.80
2012-01-15,17.9,27.5,21,4,14,0.10
2012-01-16,18.2,27.6,21,5,16,0.20
2012-01-17,18.1,27.8,20,12,17,0.50
2012-01-18,18.8,28.3,29,12,20,0.60
2012-01-19,19.4,28.9,35,27,31,0.30
2012-01-20,19.6,29.2,34,32,33,1.20
2012-01-21,20.8,30.4,34,20,27,1.10
2012-01-22,21.9,31.5,29,23,26,1.80
2012-01-23,23.7,33.3,28,20,24,0.10
2012-01-24,23.8,33.4,35,23,30,0.50
2012-01-25,24.3,33.9,32,25,27,1.90
2012-01-26,26.2,35.8,32,14,22,0.20
2012-01-27,26.4,36.0,25,13,18,0.00
2012-01-28,26.4,36.0,39,20,33,0.50
2012-01-29,26.4,36.5,38,33,34,0.60
2012-01-30,26.6,37.1,33,28,30,0.10
2012-01-31,26.7,37.2,34,28,30,0.00
2012-02-01,26.8,37.2,32,21,27,0.40
2012-02-02,27.2,37.6,39,22,33,0.00
2012-02-03,27.1,37.6,47,32,37,0.00
2012-02-04,27.1,37.6,44,30,35,0.00
2012-02-05,27.2,37.6,44,31,36,0.00
2012-02-06,27.1,37.6,47,32,37,0.00
2012-02-07,27.2,37.6,44,31,36,0.00
2012-02-08,27.1,37.6,35,30,33,0.10
2012-02-09,27.3,37.7,38,32,36,0.20
2012-02-10,27.5,37.9,41,31,36,0.10
2012-02-11,27.5,38.0,36,30,32,0.00
2012-02-12,27.5,38.0,35,29,31,0.20
2012-02-13,27.8,38.2,34,24,29,0.20
2012-02-14,27.9,38.4,28,18,24,0.10
2012-02-15,28.1,38.5,36,19,27,0.00
2012-02-16,28.1,38.5,36,27,31,0.10
2012-02-17,28.1,38.6,35,25,29,0.50
2012-02-18,29.2,39.1,29,25,27,1.80
2012-02-19,31.4,40.9,28,18,23,0.00
2012-02-20,31.4,40.9,34,24,31,0.00
2012-02-21,31.5,40.9,37,34,35,0.60
2012-02-22,31.7,41.5,34,23,28,0.50
2012-02-23,32.2,42.0,31,19,25,0.00
2012-02-24,32.3,42.0,32,26,29,1.20
2012-02-25,33.5,43.2,26,19,22,0.40
2012-02-26,34.1,43.6,27,15,19,0.30
2012-02-27,34.6,43.9,31,6,17,0.10
2012-02-28,34.6,44.0,26,17,22,0.10
2012-02-29,35.0,44.1,28,18,22,0.40
2012-03-01,35.3,44.5,31,19,23,0.00
2012-03-02,35.3,44.5,34,22,29,0.00
2012-03-03,35.4,44.5,36,33,34,0.10
2012-03-04,35.6,44.6,38,31,33,0.00
2012-03-05,35.6,44.6,32,18,25,0.80
2012-03-06,36.6,45.4,29,15,19,0.20
2012-03-07,36.8,45.6,36,14,26,0.00
2012-03-08,36.8,45.6,46,30,38,0.00
2012-03-09,36.7,45.6,39,30,33,0.10
2012-03-10,36.9,45.7,31,27,29,0.60
2012-03-11,37.5,46.3,27,20,24,0.90
2012-03-12,38.4,47.2,26,21,24,2.60
2012-03-13,41.0,49.8,26,17,20,0.40
2012-03-14,41.4,50.2,32,19,26,1.10
2012-03-15,42.5,51.3,33,27,31,2.70
2012-03-16,45.2,54.0,31,25,27,0.60
2012-03-17,45.8,54.6,33,21,25,0.80
2012-03-18,46.6,55.4,27,12,21,0.50
2012-03-19,47.1,55.9,29,9,22,0.20
2012-03-20,47.3,56.1,28,20,24,2.00
2012-03-21,49.3,58.1,31,11,21,0.00
2012-03-22,49.3,58.1,30,13,22,0.00
2012-03-23,49.3,58.1,32,15,23,0.10
2012-03-24,49.4,58.2,41,20,30,0.00
2012-03-25,49.4,58.2,40,28,33,0.00
2012-03-26,49.4,58.2,36,28,31,0.10
2012-03-27,49.5,58.3,39,29,33,0.50
2012-03-28,50.0,58.8,31,27,29,2.00
2012-03-29,52.0,60.8,33,28,30,1.80
2012-03-30,53.8,62.6,35,21,28,0.60
2012-03-31,54.4,63.2,33,23,28,0.90
2012-04-01,55.3,64.1,34,22,28,0.20
2012-04-02,55.5,64.3,36,26,32,0.00
2012-04-03,55.4,64.3,34,16,28,1.00
2012-04-04,56.4,65.3,37,15,24,0.40
2012-04-05,56.8,65.7,36,18,26,0.10
2012-04-06,56.9,65.8,30,16,23,0.30
2012-04-07,57.3,66.1,37,16,26,0.00
2012-04-08,57.2,66.1,43,28,35,0.00
2012-04-09,57.2,66.1,48,33,38,0.00
2012-04-10,57.2,66.1,50,33,40,0.00
2012-04-11,56.9,66.1,37,31,34,0.10
2012-04-12,57.1,66.2,40,28,33,0.10
2012-04-13,57.2,66.3,42,26,32,0.00
2012-04-14,57.2,66.3,46,26,35,0.10
2012-04-15,57.1,66.4,43,29,36,0.00
2012-04-16,57.1,66.4,36,24,33,0.30
2012-04-17,57.3,66.7,33,22,29,0.10
2012-04-18,57.2,66.8,40,26,32,0.20
2012-04-19,57.4,67.0,39,25,33,0.50
2012-04-20,57.6,67.5,41,31,34,0.20
2012-04-21,57.5,67.7,50,28,38,0.00
2012-04-22,57.1,67.7,57,38,47,0.00
2012-04-23,56.5,67.7,56,38,46,0.00
2012-04-24,55.6,67.7,44,36,39,0.10
2012-04-25,55.0,67.8,39,34,36,1.00
2012-04-26,54.5,68.8,38,27,33,0.10
2012-04-27,54.3,68.9,41,27,32,0.00
2012-04-28,54.2,68.9,45,32,38,0.00
2012-04-29,53.7,68.9,45,33,38,0.10
2012-04-30,53.2,69.0,37,29,33,0.30
2012-05-01,53.5,69.3,39,25,30,0.10
2012-05-02,53.5,69.4,36,22,29,0.00
2012-05-03,53.6,69.4,37,29,32,0.40
2012-05-04,54.0,69.8,36,26,30,0.00
2012-05-05,54.1,69.8,39,25,31,0.00
2012-05-06,54.2,69.8,47,28,37,0.10
2012-05-07,53.9,69.9,57,35,46,0.00
2012-05-08,53.2,69.9,47,29,40,0.00
2012-05-09,53.0,69.9,39,22,30,0.10
2012-05-10,53.0,70.0,38,22,28,0.00
2012-05-11,52.8,70.0,47,24,36,0.10
2012-05-12,52.5,70.1,61,36,47,0.00
2012-05-13,51.8,70.1,60,39,49,0.00
2012-05-14,50.9,70.1,67,43,54,0.00
2012-05-15,50.0,70.1,60,38,49,0.10
2012-05-16,49.3,70.2,52,33,42,0.00
2012-05-17,48.6,70.2,48,28,37,0.00
2012-05-18,48.3,70.2,45,27,35,0.10
2012-05-19,47.9,70.3,47,29,39,0.00
2012-05-20,47.1,70.3,44,36,40,0.00
2012-05-21,46.5,70.3,44,33,39,0.60
2012-05-22,45.3,70.9,38,31,35,0.00
2012-05-23,45.2,70.9,38,32,35,0.10
2012-05-24,45.0,71.0,43,30,34,0.20
2012-05-25,45.2,71.2,50,31,40,0.00
2012-05-26,44.2,71.2,56,36,45,0.00
2012-05-27,43.4,71.2,51,35,40,0.00
2012-05-28,42.7,71.2,40,32,36,0.10
2012-05-29,42.3,71.3,44,30,36,0.00
2012-05-30,41.9,71.3,49,35,41,0.20
2012-05-31,41.4,71.5,52,39,44,0.00
2012-06-01,40.0,71.5,52,36,43,0.10
2012-06-02,38.3,71.6,48,34,39,0.00
2012-06-03,37.4,71.6,40,31,34,0.00
2012-06-04,37.1,71.6,39,32,36,0.00
2012-06-05,36.9,71.6,41,30,35,0.30
2012-06-06,36.6,71.9,44,27,35,0.00
2012-06-07,36.2,71.9,42,30,36,0.60
2012-06-08,35.7,72.5,40,30,34,0.10
2012-06-09,35.7,72.6,49,31,39,0.00
2012-06-10,34.8,72.6,52,34,42,0.00
2012-06-11,33.8,72.6,55,37,45,0.10
2012-06-12,32.8,72.7,47,39,43,0.10
2012-06-13,31.9,72.8,51,33,41,0.00
2012-06-14,30.8,72.8,48,31,38,0.00
2012-06-15,30.1,72.8,55,30,45,0.00
2012-06-16,28.8,72.8,55,42,47,0.10
2012-06-17,27.0,72.9,50,37,42,0.00
2012-06-18,25.7,72.9,48,35,39,0.00
2012-06-19,24.7,72.9,42,35,38,0.10
2012-06-20,24.3,73.0,54,34,44,0.00
2012-06-21,23.3,73.0,58,41,49,0.00
2012-06-22,22.3,73.0,48,39,43,0.40
2012-06-23,21.8,73.4,43,33,38,0.60
2012-06-24,21.2,74.0,44,33,38,0.20
2012-06-25,20.9,74.2,49,34,40,0.40
2012-06-26,20.1,74.6,43,33,38,0.00
2012-06-27,20.0,74.6,50,33,42,0.00
2012-06-28,18.7,74.6,54,40,46,0.00
2012-06-29,17.3,74.6,57,43,48,0.00
2012-06-30,15.2,74.6,56,43,48,0.00
2012-07-01,13.2,74.6,54,39,46,0.00
2012-07-02,11.2,74.6,49,38,43,0.20
2012-07-03,10.0,74.8,44,34,38,0.20
2012-07-04,8.6,75.0,47,33,40,0.00
2012-07-05,6.4,75.0,55,34,46,0.00
2012-07-06,3.9,75.0,61,41,51,0.00
2012-07-07,1.9,75.0,64,44,55,0.00
2012-07-08,0.8,75.0,69,51,61,0.00
2012-07-09,0.1,75.0,72,49,60,0.00
2012-07-10,0.0,75.0,64,47,55,0.00
2012-07-11,0.0,75.0,65,49,57,0.00
2012-07-12,0.0,75.0,65,49,56,0.10
2012-07-13,0.0,75.1,60,49,53,0.10
2012-07-14,0.0,75.2,69,49,58,0.00
2012-07-15,0.0,75.2,53,46,48,0.00
2012-07-16,0.0,75.2,67,47,56,0.00
2012-07-17,0.0,75.2,68,51,60,0.00
2012-07-18,0.0,75.2,67,48,56,0.00
2012-07-19,0.0,75.2,69,47,58,0.00
2012-07-20,0.0,75.2,60,46,52,0.20
2012-07-21,0.0,75.4,58,42,49,0.00
2012-07-22,0.0,75.4,49,38,42,0.20
2012-07-23,0.0,75.6,54,37,44,0.00
2012-07-24,0.0,75.6,62,40,50,0.00
2012-07-25,0.0,75.6,66,47,57,0.00
2012-07-26,0.0,75.6,65,49,57,0.00
2012-07-27,0.0,75.6,60,44,52,0.10
2012-07-28,0.0,75.7,57,42,49,0.00
2012-07-29,0.0,75.7,59,43,51,0.00
2012-07-30,0.0,75.7,58,42,49,0.00
2012-07-31,0.0,75.7,57,39,48,0.00
2012-08-01,0.0,75.7,62,42,52,0.00
2012-08-02,0.0,75.7,59,42,49,0.00
2012-08-03,0.0,75.7,66,43,54,0.00
2012-08-04,0.0,75.7,75,49,63,0.00
2012-08-05,0.0,75.7,75,57,66,0.00
2012-08-06,0.0,75.7,71,55,61,0.00
2012-08-07,0.0,75.7,74,49,61,0.00
2012-08-08,0.0,75.7,56,44,49,0.00
2012-08-09,0.0,75.7,58,43,50,0.00
2012-08-10,0.0,75.7,63,42,52,0.00
2012-08-11,0.0,75.7,67,45,56,0.00
2012-08-12,0.0,75.7,71,50,60,0.00
2012-08-13,0.0,75.7,73,52,61,0.00
2012-08-14,0.0,75.7,68,49,57,0.00
2012-08-15,0.0,75.7,66,47,56,0.00
2012-08-16,0.0,75.7,74,53,62,0.00
2012-08-17,0.0,75.7,73,57,64,0.00
2012-08-18,0.0,75.7,77,57,65,0.00
2012-08-19,0.0,75.7,67,44,56,0.00
2012-08-20,0.0,75.7,63,43,51,0.10
2012-08-21,0.0,75.8,50,40,45,0.00
2012-08-22,0.0,75.8,54,38,45,0.00
2012-08-23,0.0,75.8,51,35,41,0.00
2012-08-24,0.0,75.8,53,34,42,0.00
2012-08-25,0.0,75.8,63,41,51,0.00
2012-08-26,0.0,75.8,62,40,51,0.00
2012-08-27,0.0,75.8,54,38,44,0.00
2012-08-28,0.0,75.8,50,40,44,0.00
2012-08-29,0.0,75.8,49,39,44,0.00
2012-08-30,0.0,75.8,48,38,42,0.00
2012-08-31,0.0,75.8,51,35,42,0.00
2012-09-01,0.0,75.8,55,35,44,0.00
2012-09-02,0.0,75.8,57,38,46,0.00
2012-09-03,0.0,75.8,56,41,47,0.00
2012-09-04,0.0,75.8,58,42,49,0.00
2012-09-05,0.0,75.8,64,43,51,0.00
2012-09-06,0.0,75.8,61,42,51,0.00
2012-09-07,0.0,75.8,66,49,57,0.00
2012-09-08,0.0,75.8,71,50,59,0.00
2012-09-09,0.0,75.8,53,40,46,0.20
2012-09-10,0.0,76.0,43,31,37,0.00
2012-09-11,0.0,76.0,46,29,36,0.00
2012-09-12,0.0,76.0,59,33,45,0.00
2012-09-13,0.0,76.0,71,42,55,0.00
2012-09-14,0.0,76.0,62,47,54,0.00
2012-09-15,0.0,76.0,62,44,51,0.00
2012-09-16,0.0,76.0,63,42,50,0.00
2012-09-17,0.0,76.0,66,46,55,0.00
2012-09-18,0.0,76.0,66,51,57,0.00
2012-09-19,0.0,76.0,69,49,57,0.00
2012-09-20,0.0,76.0,76,52,64,0.00
2012-09-21,0.0,76.0,64,42,54,0.00
