#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 943: Dungeness, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Dungeness (943) 
# Washington  SNOTEL Site - 4010 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 23, 2021 8:14:30 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2010-12-27,9.0,26.5,37,25,31,0.10
2010-12-28,9.4,26.6,35,24,29,0.00
2010-12-29,9.4,26.6,25,21,23,0.00
2010-12-30,9.4,26.6,23,14,18,0.00
2010-12-31,9.2,26.6,33,15,23,0.20
2011-01-01,9.3,26.8,37,26,29,0.00
2011-01-02,9.1,26.8,38,27,30,0.00
2011-01-03,8.6,26.8,40,30,33,0.00
2011-01-04,8.2,26.8,35,29,32,0.00
2011-01-05,8.3,26.8,43,33,37,0.00
2011-01-06,8.5,26.8,45,36,39,0.00
2011-01-07,8.7,26.8,44,26,35,0.10
2011-01-08,9.5,26.9,31,22,26,0.00
2011-01-09,9.8,26.9,26,18,21,0.00
2011-01-10,9.0,26.9,28,18,23,0.10
2011-01-11,8.2,27.0,35,21,27,0.30
2011-01-12,8.7,27.3,40,33,36,0.80
2011-01-13,9.1,28.1,44,34,40,0.30
2011-01-14,9.2,28.4,51,38,43,0.10
2011-01-15,9.4,28.5,48,38,42,0.50
2011-01-16,9.9,29.0,49,38,42,0.70
2011-01-17,9.6,29.7,43,32,36,0.00
2011-01-18,9.6,29.7,32,25,29,0.30
2011-01-19,9.6,30.0,33,23,28,0.00
2011-01-20,9.6,30.0,44,30,36,0.10
2011-01-21,9.5,30.1,48,32,40,0.10
2011-01-22,9.5,30.2,43,31,37,0.00
2011-01-23,9.4,30.2,45,35,40,0.00
2011-01-24,9.4,30.2,44,37,40,0.20
2011-01-25,9.3,30.4,45,35,39,0.00
2011-01-26,9.3,30.4,52,41,46,0.00
2011-01-27,9.2,30.4,59,44,48,0.00
2011-01-28,9.2,30.4,46,35,40,0.10
2011-01-29,9.2,30.5,40,33,37,0.00
2011-01-30,9.1,30.5,33,26,29,0.10
2011-01-31,9.2,30.6,38,27,31,0.00
2011-02-01,9.3,30.6,44,27,33,0.00
2011-02-02,9.1,30.6,52,36,42,0.00
2011-02-03,8.6,30.6,53,41,45,0.00
2011-02-04,8.8,30.6,48,35,41,0.10
2011-02-05,8.6,30.7,38,31,35,0.10
2011-02-06,8.6,30.8,45,34,38,0.10
2011-02-07,8.6,30.9,40,28,33,0.10
2011-02-08,8.7,31.0,32,24,28,0.00
2011-02-09,8.8,31.0,42,23,28,0.00
2011-02-10,7.4,31.0,46,29,35,0.00
2011-02-11,6.2,31.0,45,36,40,0.00
2011-02-12,6.1,31.0,45,30,37,0.80
2011-02-13,6.8,31.8,41,28,33,0.00
2011-02-14,6.8,31.8,38,29,34,1.00
2011-02-15,7.5,32.8,33,26,29,0.70
2011-02-16,8.5,33.5,39,23,27,0.10
2011-02-17,9.1,33.6,35,19,25,0.00
2011-02-18,9.4,33.6,29,23,27,0.50
2011-02-19,9.3,34.1,34,18,23,0.00
2011-02-20,8.5,34.1,36,17,23,0.00
2011-02-21,8.3,34.1,36,20,26,0.10
2011-02-22,7.8,34.2,33,20,25,0.20
2011-02-23,7.8,34.4,33,15,22,0.00
2011-02-24,8.2,34.4,20,10,15,0.30
2011-02-25,8.7,34.7,25,8,12,0.00
2011-02-26,8.9,34.7,31,13,23,0.20
2011-02-27,9.4,34.9,34,25,29,0.40
2011-02-28,9.9,35.3,37,21,26,0.20
2011-03-01,10.1,35.5,37,21,30,0.20
2011-03-02,10.5,35.7,36,25,31,1.10
2011-03-03,11.3,36.8,39,20,28,0.10
2011-03-04,11.5,36.9,35,21,30,0.40
2011-03-05,11.5,37.3,36,23,29,0.40
2011-03-06,11.1,37.7,36,21,27,0.00
2011-03-07,11.2,37.7,40,22,27,0.10
2011-03-08,11.4,37.8,45,28,33,0.00
2011-03-09,11.7,37.8,42,33,36,1.40
2011-03-10,12.5,39.2,37,27,33,0.80
2011-03-11,13.4,40.0,38,26,32,0.10
2011-03-12,13.9,40.1,47,31,35,0.20
2011-03-13,14.6,40.3,39,32,36,2.80
2011-03-14,16.0,43.1,44,32,35,0.50
2011-03-15,17.5,43.6,39,31,35,0.90
2011-03-16,19.0,44.5,44,26,32,0.20
2011-03-17,19.8,44.7,37,24,30,0.00
2011-03-18,20.1,44.7,40,29,32,0.50
2011-03-19,20.9,45.2,46,25,32,0.00
2011-03-20,21.1,45.2,40,29,33,0.20
2011-03-21,21.3,45.4,39,27,33,0.20
2011-03-22,21.7,45.6,42,24,31,0.00
2011-03-23,21.8,45.6,44,29,35,0.10
2011-03-24,21.8,45.7,45,33,36,0.60
2011-03-25,22.2,46.3,47,31,36,0.50
2011-03-26,22.7,46.8,44,31,35,0.10
2011-03-27,22.9,46.9,44,28,34,0.10
2011-03-28,22.9,47.0,48,27,34,0.00
2011-03-29,22.8,47.0,42,33,37,0.00
2011-03-30,22.7,47.0,47,37,41,0.10
2011-03-31,22.4,47.1,48,35,41,0.20
2011-04-01,21.9,47.3,37,31,35,0.60
2011-04-02,22.3,47.9,40,27,32,0.00
2011-04-03,22.3,47.9,39,27,32,0.00
2011-04-04,22.3,47.9,40,31,35,0.10
2011-04-05,22.4,48.0,45,28,33,0.00
2011-04-06,22.5,48.0,35,23,29,0.20
2011-04-07,22.5,48.2,40,23,29,0.00
2011-04-08,22.7,48.2,48,27,35,0.00
2011-04-09,22.5,48.2,48,33,36,0.00
2011-04-10,22.5,48.2,48,33,39,0.00
2011-04-11,22.3,48.2,44,27,33,0.00
2011-04-12,22.0,48.2,44,26,34,0.10
2011-04-13,21.8,48.3,42,28,35,0.00
2011-04-14,21.8,48.3,36,22,29,0.70
2011-04-15,22.1,49.0,44,22,33,0.00
2011-04-16,22.2,49.0,38,26,33,0.00
2011-04-17,22.3,49.0,40,22,28,0.20
2011-04-18,22.3,49.2,41,22,29,0.30
2011-04-19,22.3,49.5,37,22,29,0.00
2011-04-20,22.1,49.5,39,24,30,0.20
2011-04-21,22.4,49.7,42,22,30,0.00
2011-04-22,22.5,49.7,47,24,33,0.00
2011-04-23,22.7,49.7,53,33,41,0.00
2011-04-24,22.4,49.7,43,32,38,0.00
2011-04-25,22.4,49.7,40,31,35,0.20
2011-04-26,22.6,49.9,41,29,34,0.10
2011-04-27,22.7,50.0,41,27,32,0.20
2011-04-28,22.6,50.2,42,27,31,0.00
2011-04-29,23.0,50.2,45,26,34,0.00
2011-04-30,22.5,50.2,45,28,34,0.00
2011-05-01,22.7,50.2,54,29,40,0.00
2011-05-02,22.0,50.2,45,33,38,0.20
2011-05-03,22.1,50.4,47,31,36,0.00
2011-05-04,21.9,50.4,55,32,41,0.00
2011-05-05,21.2,50.4,45,36,39,0.00
2011-05-06,20.9,50.4,41,34,37,0.10
2011-05-07,20.6,50.5,46,33,37,0.10
2011-05-08,20.3,50.6,45,31,37,0.00
2011-05-09,19.9,50.6,50,36,40,0.00
2011-05-10,19.3,50.6,56,36,44,0.00
2011-05-11,18.3,50.6,49,30,40,0.10
2011-05-12,17.9,50.7,46,28,35,0.00
2011-05-13,17.6,50.7,56,34,43,0.00
2011-05-14,17.0,50.7,50,38,42,0.80
2011-05-15,16.5,51.5,46,36,40,1.30
2011-05-16,15.7,52.8,46,32,38,0.00
2011-05-17,15.3,52.8,50,30,37,0.00
2011-05-18,15.3,52.8,55,33,42,0.00
2011-05-19,14.4,52.8,57,36,44,0.00
2011-05-20,13.6,52.8,60,38,47,0.00
2011-05-21,12.7,52.8,43,38,41,0.30
2011-05-22,12.2,53.1,44,35,38,0.00
2011-05-23,11.8,53.1,50,33,38,0.00
2011-05-24,11.5,53.1,52,35,41,0.00
2011-05-25,10.7,53.1,47,37,42,0.80
2011-05-26,9.9,53.9,49,33,39,0.00
2011-05-27,9.2,53.9,44,33,36,0.40
2011-05-28,9.1,54.3,45,33,37,0.00
2011-05-29,8.9,54.3,53,38,44,0.00
2011-05-30,8.1,54.3,48,36,41,0.00
2011-05-31,6.9,54.3,49,37,42,0.40
2011-06-01,6.2,54.7,45,37,41,0.10
2011-06-02,5.8,54.8,46,37,40,0.00
2011-06-03,5.3,54.8,55,36,43,0.00
2011-06-04,4.2,54.8,67,42,52,0.00
2011-06-05,2.2,54.8,67,45,53,0.00
2011-06-06,1.1,54.8,65,46,53,0.00
2011-06-07,0.3,54.8,50,40,43,0.00
2011-06-08,0.0,54.8,57,42,48,0.00
2011-06-09,0.0,54.8,59,43,48,0.00
2011-06-10,0.0,54.8,51,40,44,0.10
2011-06-11,0.0,54.9,51,39,44,0.10
2011-06-12,0.0,55.0,53,38,45,0.00
2011-06-13,0.0,55.0,56,39,47,0.10
2011-06-14,0.0,55.1,49,36,41,0.00
2011-06-15,0.0,55.1,48,35,40,0.00
2011-06-16,0.0,55.1,51,37,44,0.00
2011-06-17,0.0,55.1,60,38,47,0.00
2011-06-18,0.0,55.1,50,43,46,0.00
2011-06-19,0.0,55.1,52,42,46,0.00
2011-06-20,0.0,55.1,58,40,47,0.00
2011-06-21,0.0,55.1,61,44,51,0.00
2011-06-22,0.0,55.1,62,41,51,0.00
2011-06-23,0.0,55.1,47,39,43,0.20
2011-06-24,0.0,55.3,48,37,42,0.30
2011-06-25,0.0,55.6,47,37,42,0.00
2011-06-26,0.0,55.6,57,39,47,0.00
2011-06-27,0.0,55.6,59,46,52,0.00
2011-06-28,0.0,55.6,61,47,54,0.00
2011-06-29,0.0,55.6,58,42,48,0.00
2011-06-30,0.0,55.6,46,39,43,0.00
2011-07-01,0.0,55.6,60,37,48,0.00
2011-07-02,0.0,55.6,68,47,55,0.00
2011-07-03,0.0,55.6,57,42,48,0.00
2011-07-04,0.0,55.6,64,42,51,0.00
2011-07-05,0.0,55.6,71,48,57,0.00
2011-07-06,0.0,55.6,74,51,59,0.00
2011-07-07,0.0,55.6,56,40,49,0.20
2011-07-08,0.0,55.8,49,38,42,0.00
2011-07-09,0.0,55.8,57,38,46,0.00
2011-07-10,0.0,55.8,58,44,50,0.00
2011-07-11,0.0,55.8,57,45,50,0.00
2011-07-12,0.0,55.8,51,43,47,0.10
2011-07-13,0.0,55.9,54,42,47,0.10
2011-07-14,0.0,56.0,52,44,48,0.00
2011-07-15,0.0,56.0,57,44,49,0.00
2011-07-16,0.0,56.0,60,46,51,0.40
2011-07-17,0.0,56.4,54,44,49,0.00
2011-07-18,0.0,56.4,54,43,48,0.00
2011-07-19,0.0,56.4,58,45,49,0.00
2011-07-20,0.0,56.4,53,47,49,0.00
2011-07-21,0.0,56.4,56,41,47,0.00
2011-07-22,0.0,56.4,55,40,46,0.00
2011-07-23,0.0,56.4,66,43,53,0.00
2011-07-24,0.0,56.4,75,51,60,0.00
2011-07-25,0.0,56.4,64,47,54,0.00
2011-07-26,0.0,56.4,56,44,48,0.00
2011-07-27,0.0,56.4,58,44,49,0.00
2011-07-28,0.0,56.4,68,47,55,0.00
2011-07-29,0.0,56.4,62,49,54,0.00
2011-07-30,0.0,56.4,70,49,56,0.00
2011-07-31,0.0,56.4,55,45,50,0.00
2011-08-01,0.0,56.4,67,42,53,0.00
2011-08-02,0.0,56.4,66,51,56,0.00
2011-08-03,0.0,56.4,60,49,54,0.00
2011-08-04,0.0,56.4,64,49,54,0.00
2011-08-05,0.0,56.4,67,49,55,0.00
2011-08-06,0.0,56.4,62,49,53,0.00
2011-08-07,0.0,56.4,68,47,54,0.00
2011-08-08,0.0,56.4,65,48,54,0.00
2011-08-09,0.0,56.4,64,47,52,0.10
2011-08-10,0.0,56.5,64,45,52,0.00
2011-08-11,0.0,56.5,65,46,53,0.00
2011-08-12,0.0,56.5,66,46,53,0.00
2011-08-13,0.0,56.5,62,45,51,0.00
2011-08-14,0.0,56.5,52,44,48,0.10
2011-08-15,0.0,56.6,55,43,48,0.00
2011-08-16,0.0,56.6,65,44,51,0.00
2011-08-17,0.0,56.6,66,47,53,0.00
2011-08-18,0.0,56.6,61,46,51,0.00
2011-08-19,0.0,56.6,67,45,53,0.00
2011-08-20,0.0,56.6,77,50,62,0.00
2011-08-21,0.0,56.6,74,57,63,0.00
2011-08-22,0.0,56.6,65,51,57,0.00
2011-08-23,0.0,56.6,62,48,53,0.00
2011-08-24,0.0,56.6,72,51,58,0.00
2011-08-25,0.0,56.6,72,52,58,0.00
2011-08-26,0.0,56.6,73,52,59,0.00
2011-08-27,0.0,56.6,72,54,60,0.00
2011-08-28,0.0,56.6,74,54,61,0.00
2011-08-29,0.0,56.6,66,48,56,0.00
2011-08-30,0.0,56.6,55,43,47,0.00
2011-08-31,0.0,56.6,59,43,47,0.00
2011-09-01,0.0,56.6,62,44,50,0.00
2011-09-02,0.0,56.6,60,39,47,0.00
2011-09-03,0.0,56.6,70,45,56,0.00
2011-09-04,0.0,56.6,74,54,60,0.00
2011-09-05,0.0,56.6,72,55,60,0.00
2011-09-06,0.0,56.6,73,54,60,0.00
2011-09-07,0.0,56.6,77,55,63,0.00
2011-09-08,0.0,56.6,78,61,66,0.00
2011-09-09,0.0,56.6,76,58,64,0.00
2011-09-10,0.0,56.6,78,57,65,0.00
2011-09-11,0.0,56.6,82,64,69,0.00
2011-09-12,0.0,56.6,73,57,64,0.00
2011-09-13,0.0,56.6,64,44,54,0.10
2011-09-14,0.0,56.7,58,43,49,0.00
2011-09-15,0.0,56.7,53,40,47,0.00
2011-09-16,0.0,56.7,49,37,43,0.00
2011-09-17,0.0,56.7,58,41,47,0.00
2011-09-18,0.0,56.7,61,44,51,0.00
2011-09-19,0.0,56.7,56,40,46,0.00
2011-09-20,0.0,56.7,69,44,55,0.00
2011-09-21,0.0,56.7,70,58,62,0.00
2011-09-22,0.0,56.7,68,55,60,0.00
2011-09-23,0.0,56.7,73,57,62,0.00
2011-09-24,0.0,56.7,73,55,62,0.00
2011-09-25,0.0,56.7,58,39,46,0.60
2011-09-26,0.0,57.3,52,42,46,0.80
2011-09-27,0.0,58.1,53,38,44,0.00
2011-09-28,0.0,58.1,54,36,44,0.00
2011-09-29,0.0,58.1,73,48,58,0.00
2011-09-30,0.0,58.1,56,42,49,0.00
2011-10-01,0.0,0.0,49,38,43,0.20
2011-10-02,0.0,0.2,50,38,44,0.30
2011-10-03,0.0,0.5,50,38,44,0.40
2011-10-04,0.0,0.9,43,36,40,1.70
2011-10-05,0.0,2.6,42,37,40,0.60
2011-10-06,0.0,3.2,51,38,42,0.10
2011-10-07,0.0,3.3,45,38,42,0.00
2011-10-08,0.0,3.3,53,36,43,0.00
2011-10-09,0.0,3.3,46,36,41,0.10
2011-10-10,0.0,3.4,54,40,44,0.10
2011-10-11,0.0,3.5,48,38,41,0.50
2011-10-12,0.0,4.0,45,35,39,0.00
2011-10-13,0.0,4.0,47,34,38,0.00
2011-10-14,0.0,4.0,47,36,41,0.00
2011-10-15,0.0,4.0,49,35,39,0.00
2011-10-16,0.0,4.0,50,37,40,0.00
2011-10-17,0.0,4.0,53,38,45,0.00
2011-10-18,0.0,4.0,62,47,52,0.00
2011-10-19,0.0,4.0,54,44,48,0.00
2011-10-20,0.0,4.0,47,41,43,0.00
2011-10-21,0.0,4.0,53,40,46,0.00
2011-10-22,0.0,4.0,55,39,45,0.20
2011-10-23,0.0,4.2,44,33,38,0.10
2011-10-24,0.0,4.3,43,32,35,0.00
2011-10-25,0.0,4.3,43,31,35,0.00
2011-10-26,0.0,4.3,43,32,37,0.00
2011-10-27,0.0,4.3,47,30,37,0.00
2011-10-28,0.0,4.3,50,35,44,0.40
2011-10-29,0.0,4.7,44,33,38,0.00
2011-10-30,0.0,4.7,53,33,45,0.00
2011-10-31,0.0,4.7,42,31,34,0.00
2011-11-01,0.0,4.7,43,28,34,0.00
2011-11-02,0.0,4.7,54,32,42,0.20
2011-11-03,0.0,4.9,39,28,31,0.00
2011-11-04,0.0,4.9,35,27,30,0.20
2011-11-05,0.2,5.1,40,26,30,0.00
2011-11-06,0.4,5.1,42,28,31,0.00
2011-11-07,0.1,5.1,38,29,34,0.00
2011-11-08,0.2,5.1,46,34,38,0.00
2011-11-09,0.2,5.1,48,39,44,0.00
2011-11-10,0.1,5.1,52,38,41,0.00
2011-11-11,0.0,5.1,45,28,37,0.30
2011-11-12,0.5,5.4,44,27,33,0.00
2011-11-13,0.3,5.4,39,31,34,0.00
2011-11-14,0.1,5.4,37,29,32,0.00
2011-11-15,0.0,5.4,35,25,29,0.10
2011-11-16,0.0,5.5,44,29,38,0.20
2011-11-17,0.5,5.7,35,25,29,0.40
2011-11-18,0.4,6.1,34,20,24,0.00
2011-11-19,0.4,6.1,29,20,23,0.00
2011-11-20,0.8,6.1,34,18,25,0.00
2011-11-21,0.7,6.1,39,26,33,0.30
2011-11-22,1.2,6.4,41,34,36,3.30
2011-11-23,1.6,9.7,41,26,34,0.70
2011-11-24,1.0,10.4,34,26,30,0.50
2011-11-25,1.7,10.9,36,23,28,0.00
2011-11-26,1.7,10.9,48,33,43,0.00
2011-11-27,1.8,10.9,47,31,38,1.30
2011-11-28,1.1,12.2,33,28,30,0.00
2011-11-29,1.8,12.2,38,30,33,0.00
2011-11-30,1.8,12.2,38,29,31,0.00
2011-12-01,2.7,12.2,47,31,38,0.00
2011-12-02,2.4,12.2,37,29,31,0.10
2011-12-03,2.5,12.3,39,28,33,0.00
2011-12-04,2.5,12.3,43,26,34,0.00
2011-12-05,2.5,12.3,45,34,37,0.00
2011-12-06,2.6,12.3,44,31,36,0.00
2011-12-07,2.6,12.3,34,25,30,0.00
2011-12-08,2.6,12.3,44,25,36,0.00
2011-12-09,2.4,12.3,55,43,46,0.00
2011-12-10,2.5,12.3,45,27,33,0.20
2011-12-11,2.2,12.5,31,23,27,0.10
2011-12-12,2.5,12.6,31,20,25,0.00
2011-12-13,2.2,12.6,40,30,34,0.00
2011-12-14,2.4,12.6,40,30,33,0.00
2011-12-15,2.5,12.6,38,30,34,0.00
2011-12-16,2.3,12.6,43,36,38,0.00
2011-12-17,2.7,12.6,53,37,45,0.00
2011-12-18,2.5,12.6,40,31,34,0.00
2011-12-19,2.5,12.6,42,29,34,0.00
2011-12-20,2.3,12.6,41,30,35,0.00
2011-12-21,2.3,12.6,36,26,29,0.00
2011-12-22,1.8,12.6,45,29,37,0.00
2011-12-23,1.8,12.6,43,33,37,0.00
2011-12-24,1.9,12.6,51,38,45,0.00
2011-12-25,2.6,12.6,50,26,36,0.40
2011-12-26,2.8,13.0,37,27,31,0.00
2011-12-27,2.9,13.0,43,34,38,0.80
2011-12-28,3.0,13.8,43,34,40,0.40
2011-12-29,2.6,14.2,41,31,35,0.40
2011-12-30,2.8,14.6,36,24,30,0.30
2011-12-31,2.6,14.9,33,22,28,0.00
2012-01-01,2.6,14.9,50,30,41,0.00
2012-01-02,2.6,14.9,50,33,41,0.80
2012-01-03,3.2,15.7,46,32,38,0.00
2012-01-04,3.3,15.7,50,34,41,1.70
2012-01-05,3.1,17.4,35,26,30,0.40
2012-01-06,3.3,17.8,32,25,28,0.00
2012-01-07,3.4,17.8,37,28,33,0.00
2012-01-08,3.5,17.8,48,36,40,0.00
2012-01-09,3.6,17.8,44,29,37,0.00
2012-01-10,3.6,17.8,30,23,25,0.00
2012-01-11,3.5,17.8,44,27,34,0.00
2012-01-12,3.5,17.8,49,35,41,0.00
2012-01-13,3.3,17.8,50,32,38,0.00
2012-01-14,3.2,17.8,33,19,27,0.20
2012-01-15,3.1,18.0,26,14,19,0.00
2012-01-16,3.1,18.0,27,13,21,0.20
2012-01-17,3.3,18.2,25,14,21,0.30
2012-01-18,3.6,18.5,29,16,20,0.50
2012-01-19,4.1,19.0,37,26,33,0.00
2012-01-20,4.1,19.0,39,34,36,0.70
2012-01-21,4.9,19.7,39,26,32,0.30
2012-01-22,4.6,20.0,34,26,29,0.80
2012-01-23,5.8,20.8,37,23,27,0.20
2012-01-24,6.0,21.0,45,28,37,0.60
2012-01-25,6.1,21.6,37,30,32,0.50
2012-01-26,6.7,22.1,38,21,28,0.30
2012-01-27,6.5,22.4,34,21,24,0.00
2012-01-28,6.5,22.4,45,25,37,0.00
2012-01-29,6.9,22.4,45,36,39,0.40
2012-01-30,6.7,22.8,41,31,34,0.00
2012-01-31,6.6,22.8,42,32,35,0.00
2012-02-01,6.5,22.8,42,27,32,0.00
2012-02-02,6.4,22.8,47,29,37,0.00
2012-02-03,6.4,22.8,57,39,44,0.00
2012-02-04,6.3,22.8,51,35,40,0.00
2012-02-05,6.3,22.8,53,36,40,0.00
2012-02-06,6.3,22.8,50,38,41,0.00
2012-02-07,6.3,22.8,50,37,42,0.00
2012-02-08,6.1,22.8,44,35,39,0.00
2012-02-09,6.6,22.8,45,36,42,0.00
2012-02-10,6.2,22.8,45,35,40,1.00
2012-02-11,6.1,23.8,42,33,36,0.00
2012-02-12,5.9,23.8,42,32,35,0.20
2012-02-13,6.1,24.0,45,29,32,0.30
2012-02-14,6.2,24.3,31,25,28,0.20
2012-02-15,6.2,24.5,41,26,30,0.00
2012-02-16,6.2,24.5,45,31,35,0.00
2012-02-17,6.4,24.5,42,30,34,0.10
2012-02-18,6.3,24.6,37,28,32,0.30
2012-02-19,6.4,24.9,35,23,28,0.00
2012-02-20,6.4,24.9,41,28,34,0.00
2012-02-21,6.3,24.9,47,35,40,0.20
2012-02-22,6.4,25.1,42,30,35,0.10
2012-02-23,6.5,25.2,38,27,31,0.10
2012-02-24,6.2,25.3,43,29,34,0.20
2012-02-25,6.3,25.5,34,22,28,0.00
2012-02-26,6.6,25.5,28,18,23,0.20
2012-02-27,6.3,25.7,35,15,23,0.10
2012-02-28,6.6,25.8,32,22,27,0.70
2012-02-29,7.2,26.5,35,22,27,0.20
2012-03-01,7.6,26.7,36,22,26,0.00
2012-03-02,8.0,26.7,38,24,32,0.00
2012-03-03,8.2,26.7,48,35,39,0.00
2012-03-04,8.3,26.7,51,33,38,0.00
2012-03-05,8.2,26.7,40,22,31,0.20
2012-03-06,7.9,26.9,32,21,24,0.00
2012-03-07,7.8,26.9,40,21,29,0.00
2012-03-08,7.7,26.9,63,33,46,0.00
2012-03-09,7.5,26.9,47,33,39,0.00
2012-03-10,7.6,26.9,45,32,36,0.00
2012-03-11,7.6,26.9,38,27,31,0.30
2012-03-12,7.7,27.2,33,26,29,1.30
2012-03-13,9.1,28.5,37,20,25,0.20
2012-03-14,9.1,28.7,40,23,31,0.20
2012-03-15,9.6,28.9,40,30,35,1.70
2012-03-16,10.1,30.6,43,28,32,0.10
2012-03-17,10.3,30.7,41,27,30,0.80
2012-03-18,11.0,31.5,33,16,25,0.60
2012-03-19,11.4,32.1,38,16,27,0.00
2012-03-20,11.8,32.1,38,23,30,0.20
2012-03-21,11.8,32.3,37,19,26,0.00
2012-03-22,11.8,32.3,37,20,28,0.00
2012-03-23,11.9,32.3,40,24,30,0.00
2012-03-24,11.8,32.3,47,28,35,0.00
2012-03-25,11.8,32.3,53,34,40,0.00
2012-03-26,11.8,32.3,42,33,36,0.20
2012-03-27,12.0,32.5,37,34,35,2.10
2012-03-28,13.3,34.6,37,32,34,0.60
2012-03-29,14.1,35.2,37,33,34,0.70
2012-03-30,14.7,35.9,44,27,33,0.20
2012-03-31,15.0,36.1,43,26,32,0.50
2012-04-01,15.6,36.6,46,28,32,0.00
2012-04-02,15.8,36.6,47,30,38,0.00
2012-04-03,15.9,36.6,42,25,34,0.40
2012-04-04,16.2,37.0,37,24,28,0.70
2012-04-05,16.7,37.7,37,23,28,0.10
2012-04-06,16.9,37.8,36,24,28,0.20
2012-04-07,17.1,38.0,43,24,32,0.00
2012-04-08,17.2,38.0,52,33,40,0.00
2012-04-09,17.0,38.0,56,37,44,0.00
2012-04-10,16.7,38.0,58,38,45,0.00
2012-04-11,16.1,38.0,42,34,38,0.20
2012-04-12,16.0,38.2,49,31,36,0.00
2012-04-13,15.7,38.2,49,30,36,0.00
2012-04-14,15.7,38.2,53,33,39,0.00
2012-04-15,15.3,38.2,47,34,39,0.00
2012-04-16,15.2,38.2,53,31,40,0.30
2012-04-17,14.7,38.5,41,29,35,0.00
2012-04-18,14.7,38.5,43,33,37,0.10
2012-04-19,14.6,38.6,48,29,38,0.20
2012-04-20,14.4,38.8,44,33,38,0.00
2012-04-21,14.1,38.8,57,32,43,0.00
2012-04-22,13.4,38.8,64,43,49,0.00
2012-04-23,12.4,38.8,62,43,49,0.00
2012-04-24,11.4,38.8,51,41,44,0.00
2012-04-25,10.8,38.8,47,39,43,0.80
2012-04-26,10.0,39.6,47,31,38,0.10
2012-04-27,9.4,39.7,45,31,36,0.00
2012-04-28,9.2,39.7,51,35,41,0.00
2012-04-29,8.9,39.7,46,37,41,0.00
2012-04-30,8.4,39.7,49,33,39,0.10
2012-05-01,7.7,39.8,40,31,34,0.10
2012-05-02,7.6,39.9,41,28,34,0.10
2012-05-03,7.7,40.0,41,33,36,0.40
2012-05-04,7.7,40.4,40,30,34,0.10
2012-05-05,7.7,40.5,42,28,35,0.00
2012-05-06,7.7,40.5,52,33,40,0.00
2012-05-07,7.4,40.5,64,38,49,0.00
2012-05-08,6.5,40.5,53,37,45,0.00
2012-05-09,5.8,40.5,45,29,35,0.00
2012-05-10,5.8,40.5,42,27,33,0.00
2012-05-11,5.2,40.5,54,30,41,0.00
